Date,Hotel_Name,Location,Room_Type,Occupancy_Rate,Bookings,Cancellations,Average_Daily_Rate,Revenue_per_Room,Season,Day_of_Week,Customer_Segment,Booking_Channel,Promotion_Applied,Lead_Time_Days,No_Show,Food_And_Beverage_Revenue,Total_Revenue,Customer_Rating,Length_of_Stay,CheckIn_Rating,Room_Cleanliness_Rating,Spa_Used,Parking_Used,Loyalty_Member,Referral_Source,Complaints_Received,Early_CheckIn,Early_CheckIn,Late_CheckOut,Special_Requests,Customer_Tier,Event_Attendance,Room_Service_Orders,Avg_Response_Time_Min,MiniBar_Usage,InRoom_Dining,Total_Laundry_Cost,Hotel_Branch,Mobile_CheckIn_Used
2/17/2025,City Lodge,New York,Standard,84.63725079,94,18,139.98,118.48,Winter,Monday,Business,Agent,Yes,51,Yes,187.23,305.71,1.3,2,2.8,4.1,No,Yes,Yes,OTA,1,Yes,Yes,Yes,3,Bronze,No,4,17.8,No,Yes,23.71,Beachside,Yes
2/18/2025,Grand Inn,Chicago,Suite,83.77681666,31,25,167.25,140.12,Winter,Tuesday,Corporate,Walk-in,No,89,No,191.88,332,1.4,5,1.8,1.7,No,Yes,Yes,Social Media,1,Yes,Yes,Yes,4,Platinum,Yes,5,26.8,No,No,68.91,Suburban,No
2/19/2025,Sunset Resort,Chicago,Standard,51.31423935,46,15,165.15,84.75,Winter,Wednesday,Leisure,Online,Yes,75,No,41.62,126.37,2.1,5,2.3,2,Yes,Yes,No,Google,1,No,No,Yes,2,Silver,No,5,9,Yes,No,64.01,Beachside,Yes
2/20/2025,Grand Inn,Chicago,Deluxe,70.82401166,132,20,138.28,97.94,Winter,Thursday,Group,Online,Yes,13,No,62.24,160.18,3.5,7,1.3,4.8,No,No,Yes,Social Media,0,Yes,Yes,No,4,Silver,No,5,13,No,No,41.01,Suburban,No
2/21/2025,Grand Inn,Miami,Deluxe,59.35630218,68,21,143.58,85.22,Winter,Friday,Corporate,Online,Yes,88,No,154,239.22,3.1,1,3.9,3.5,Yes,No,No,Email,0,Yes,Yes,No,4,Silver,No,2,7.2,No,Yes,40.9,Beachside,Yes
2/22/2025,City Lodge,Seattle,Deluxe,51.12242634,163,23,189.38,96.82,Winter,Saturday,Business,Phone,Yes,71,No,173.35,270.17,1.3,4,2.1,4.3,Yes,Yes,No,Friend,2,Yes,Yes,No,1,Silver,Yes,4,11.1,No,Yes,9.75,Suburban,No
2/23/2025,Mountain Stay,Chicago,Deluxe,66.74474424,149,6,104.69,69.88,Winter,Sunday,Group,Agent,Yes,67,No,103.85,173.73,4.9,5,1.4,1.1,No,No,Yes,Email,2,No,No,No,1,Platinum,No,2,16.3,No,No,11.38,Suburban,Yes
2/24/2025,Grand Inn,Los Angeles,Suite,65.37275817,79,29,148.27,96.93,Winter,Monday,Business,Online,Yes,27,No,198.65,295.58,4.5,8,4,4.5,No,No,No,Friend,0,No,No,Yes,1,Gold,Yes,0,14.2,No,No,57.04,Suburban,Yes
2/25/2025,Sunset Resort,Los Angeles,Standard,100,49,26,154.06,154.06,Winter,Tuesday,Leisure,Phone,Yes,70,No,2.31,156.37,2,8,2.7,4.2,No,Yes,No,Google,0,Yes,Yes,No,1,Gold,No,2,29.8,No,Yes,96.38,Suburban,Yes
2/26/2025,Ocean View,New York,Suite,76.49439738,103,7,126.7,96.92,Winter,Wednesday,Group,Phone,Yes,9,No,59.92,156.84,1.5,1,1.9,3,Yes,Yes,Yes,Email,1,Yes,Yes,No,3,Gold,No,1,7.1,Yes,No,32.34,Downtown,Yes
2/27/2025,Grand Inn,Seattle,Deluxe,49.33573749,185,18,146.55,72.3,Winter,Thursday,Business,Phone,No,56,No,124.63,196.93,4.8,5,1.8,2.3,No,Yes,Yes,Email,0,Yes,Yes,No,2,Bronze,No,4,6.6,No,Yes,76.8,Suburban,Yes
2/28/2025,Grand Inn,Chicago,Suite,61.52838994,47,19,122.65,75.46,Winter,Friday,Corporate,Phone,Yes,65,No,93.86,169.32,2.8,1,3.6,4.8,No,No,No,Google,1,No,No,No,0,Platinum,Yes,4,12.2,No,Yes,11.49,Suburban,No
3/1/2025,City Lodge,Los Angeles,Standard,85.32074943,44,15,169.12,144.29,Spring,Saturday,Leisure,Online,Yes,89,No,23.32,167.61,2.2,1,2.7,2.7,No,Yes,Yes,Friend,0,Yes,Yes,Yes,4,Bronze,Yes,0,19.8,No,No,27.69,Downtown,Yes
3/2/2025,Mountain Stay,Seattle,Suite,100,115,21,109.85,109.85,Spring,Sunday,Leisure,Phone,No,49,No,73.56,183.41,3,2,4.5,3.2,No,No,No,Google,0,Yes,Yes,No,0,Bronze,Yes,2,25,No,Yes,99.42,Downtown,No
3/3/2025,Ocean View,New York,Standard,46.21025032,144,26,181.87,84.04,Spring,Monday,Leisure,Online,No,13,No,5.09,89.13,4.1,2,1.6,2.3,No,Yes,Yes,Email,1,Yes,Yes,Yes,4,Gold,Yes,1,5,No,Yes,1.2,Beachside,No
3/4/2025,Sunset Resort,Miami,Suite,41.80113422,29,6,147.8,61.78,Spring,Tuesday,Corporate,Online,No,15,No,128.55,190.33,1.7,9,3.4,2.5,No,No,No,Social Media,0,No,No,No,3,Platinum,No,5,13.1,No,No,19.88,Downtown,No
3/5/2025,Ocean View,Seattle,Standard,98.06447763,61,8,136.56,133.92,Spring,Wednesday,Corporate,Phone,Yes,53,No,178.55,312.47,4.1,4,4.7,5,Yes,No,No,Friend,1,No,No,No,1,Gold,No,2,18,Yes,Yes,59.27,Airport,Yes
3/6/2025,Sunset Resort,Seattle,Standard,75.84421266,59,12,119.86,90.91,Spring,Thursday,Group,Online,No,42,No,176.97,267.88,4,3,2.2,4,No,No,No,OTA,0,Yes,Yes,No,1,Bronze,Yes,3,26.2,Yes,Yes,81.38,Suburban,No
3/7/2025,Mountain Stay,Miami,Deluxe,56.97560902,96,0,180.92,103.08,Spring,Friday,Corporate,Agent,No,41,No,139.91,242.99,3.2,1,3.8,4.1,Yes,Yes,Yes,Email,0,Yes,Yes,Yes,4,Platinum,Yes,5,6.5,No,No,1.02,Beachside,No
3/8/2025,Sunset Resort,Seattle,Standard,78.01943629,124,28,130.44,101.77,Spring,Saturday,Group,Agent,Yes,80,No,93.15,194.92,4.5,2,4.8,2,No,Yes,Yes,Email,1,Yes,Yes,Yes,0,Silver,Yes,1,20.3,No,No,88.78,Beachside,Yes
3/9/2025,City Lodge,New York,Deluxe,30.46378391,137,7,114.98,35.03,Spring,Sunday,Leisure,Walk-in,Yes,21,No,102.41,137.44,1.5,6,1.7,1.8,No,Yes,No,Google,0,No,No,Yes,3,Gold,No,5,8.6,No,Yes,15.44,Beachside,Yes
3/10/2025,City Lodge,New York,Deluxe,70.0506326,61,23,181.54,127.17,Spring,Monday,Group,Agent,No,67,No,27.38,154.55,3.4,9,4.6,2.9,No,Yes,No,Friend,1,No,No,Yes,1,Silver,No,5,7.1,No,Yes,93.36,Suburban,Yes
3/11/2025,City Lodge,Miami,Deluxe,74.91731759,66,21,122.87,92.05,Spring,Tuesday,Business,Online,No,18,No,68.2,160.25,2.8,5,3.3,1.5,Yes,Yes,No,Email,1,Yes,Yes,No,4,Bronze,No,1,16.2,No,No,57.3,Airport,No
3/12/2025,City Lodge,Chicago,Suite,83.86405209,184,3,147.17,123.42,Spring,Wednesday,Leisure,Online,Yes,65,No,37.55,160.97,2.7,4,3,3.7,No,Yes,Yes,Friend,0,No,No,No,0,Bronze,No,1,8.8,No,Yes,88.94,Beachside,Yes
3/13/2025,Ocean View,Los Angeles,Suite,54.79156072,41,2,174.56,95.64,Spring,Thursday,Leisure,Agent,Yes,38,No,164.24,259.88,2,5,2.2,2.6,Yes,No,Yes,Friend,0,No,No,No,4,Bronze,Yes,5,5.4,Yes,No,65.85,Suburban,Yes
3/14/2025,Mountain Stay,Chicago,Suite,71.28530742,126,26,154.74,110.31,Spring,Friday,Group,Phone,Yes,72,No,182.95,293.26,2.5,9,2.2,1.3,Yes,Yes,Yes,Friend,0,Yes,Yes,Yes,2,Silver,Yes,0,22.9,No,Yes,4.93,Suburban,No
3/15/2025,Sunset Resort,Seattle,Suite,56.11863061,46,2,201.93,113.32,Spring,Saturday,Leisure,Phone,Yes,18,No,107.38,220.7,1.4,7,4.5,3.8,No,No,No,Friend,1,No,No,No,1,Silver,Yes,3,13.3,No,No,85.09,Beachside,Yes
3/16/2025,Sunset Resort,Los Angeles,Standard,73.83075634,60,21,124.95,92.25,Spring,Sunday,Corporate,Online,Yes,15,No,145.55,237.8,2,8,1.3,2.4,Yes,Yes,Yes,Google,1,No,No,No,0,Gold,Yes,0,22.2,No,Yes,23.21,Downtown,Yes
3/17/2025,City Lodge,Miami,Standard,56.56980516,99,12,143.68,81.28,Spring,Monday,Business,Phone,No,53,No,24.29,105.57,2.1,4,4,3.9,No,Yes,Yes,Google,1,No,No,No,4,Gold,No,0,8.8,No,Yes,26.55,Beachside,Yes
3/18/2025,City Lodge,Miami,Suite,63.87848741,181,7,146,93.26,Spring,Tuesday,Group,Walk-in,Yes,24,No,121.71,214.97,3.9,8,4.6,4.5,Yes,No,Yes,Social Media,2,No,No,No,2,Bronze,No,3,25.8,Yes,Yes,89.57,Downtown,Yes
3/19/2025,Grand Inn,Los Angeles,Standard,55.06276908,179,6,168.64,92.86,Spring,Wednesday,Group,Walk-in,Yes,17,No,140.56,233.42,1.2,6,1.9,3,Yes,No,Yes,Social Media,2,No,No,Yes,2,Silver,No,3,20.4,No,No,23.79,Airport,Yes
3/20/2025,Mountain Stay,New York,Standard,79.76704363,108,26,188.66,150.49,Spring,Thursday,Leisure,Agent,Yes,22,No,90.55,241.04,3.6,5,2.2,1.4,No,No,Yes,Friend,0,No,No,No,3,Silver,Yes,0,8.3,No,No,15.09,Airport,No
3/21/2025,Ocean View,Los Angeles,Deluxe,82.87676675,85,0,152.21,126.15,Spring,Friday,Corporate,Agent,Yes,84,No,48.65,174.8,1.9,7,4.1,2,No,No,No,Email,0,Yes,Yes,Yes,3,Gold,No,5,5.6,No,Yes,15.23,Suburban,No
3/22/2025,Sunset Resort,Seattle,Deluxe,66.48069145,31,26,145.87,96.98,Spring,Saturday,Leisure,Phone,Yes,10,No,175.47,272.45,1.3,6,3.7,3.8,Yes,No,Yes,Email,0,Yes,Yes,No,4,Bronze,Yes,0,22.4,Yes,No,34.16,Downtown,No
3/23/2025,Grand Inn,New York,Deluxe,70.57356992,187,15,105.51,74.46,Spring,Sunday,Leisure,Online,No,38,No,148.58,223.04,2.2,3,3,4.4,No,Yes,No,Social Media,0,Yes,Yes,No,0,Platinum,No,1,29.2,Yes,No,99.98,Airport,Yes
3/24/2025,Grand Inn,Miami,Deluxe,48.27112878,92,5,153.37,74.03,Spring,Monday,Group,Agent,Yes,67,No,179.97,254,1.9,5,1.7,4.2,No,No,No,Friend,0,Yes,Yes,Yes,3,Platinum,No,3,20,Yes,No,83.09,Downtown,Yes
3/25/2025,Sunset Resort,Los Angeles,Standard,65.50485028,95,6,130.49,85.48,Spring,Tuesday,Leisure,Walk-in,No,24,No,163.68,249.16,3.2,9,3.5,3.1,Yes,No,No,Google,1,No,No,No,3,Bronze,No,2,15.5,No,No,64.9,Suburban,Yes
3/26/2025,Ocean View,Chicago,Suite,69.24693074,109,11,168.55,116.72,Spring,Wednesday,Business,Agent,Yes,62,No,198.07,314.79,2.4,7,4.3,2.6,Yes,No,No,Google,0,No,No,No,3,Gold,Yes,0,20.1,No,Yes,61.3,Downtown,No
3/27/2025,Grand Inn,Chicago,Standard,100,29,22,137.71,137.71,Spring,Thursday,Leisure,Agent,No,29,No,38.43,176.14,4.9,4,1.2,2.3,No,No,No,Google,0,No,No,No,0,Platinum,No,3,10.4,No,No,36.23,Downtown,No
3/28/2025,Grand Inn,Seattle,Standard,53.32049461,115,8,142.78,76.13,Spring,Friday,Leisure,Walk-in,No,44,No,17.35,93.48,4.9,7,2.2,4.9,Yes,Yes,No,OTA,0,Yes,Yes,No,4,Platinum,No,0,13,Yes,No,55.61,Airport,Yes
3/29/2025,Mountain Stay,Chicago,Standard,91.96265858,195,26,106.19,97.66,Spring,Saturday,Group,Online,Yes,89,No,67.4,165.06,2.8,5,1.7,2.2,No,Yes,Yes,Friend,0,Yes,Yes,Yes,2,Silver,Yes,4,10.4,No,Yes,31.81,Suburban,Yes
3/30/2025,Ocean View,Los Angeles,Deluxe,84.9528816,39,10,95.66,81.27,Spring,Sunday,Leisure,Agent,Yes,60,No,25.8,107.07,4.2,2,2.6,2,No,Yes,No,Email,0,No,No,No,3,Silver,Yes,2,14.5,No,Yes,70.51,Airport,Yes
3/31/2025,Grand Inn,Los Angeles,Deluxe,74.20954607,58,9,205.83,152.75,Spring,Monday,Corporate,Agent,Yes,50,No,104.63,257.38,1.1,6,2.9,3,No,Yes,No,OTA,0,No,No,No,1,Gold,No,0,23.7,No,No,2.54,Airport,No
4/1/2025,Ocean View,Chicago,Deluxe,96.37930726,79,20,153.89,148.32,Spring,Tuesday,Group,Agent,Yes,8,No,126.61,274.93,3.2,7,1.3,3.1,Yes,No,No,Email,0,No,No,No,4,Bronze,No,4,14.9,No,No,80.32,Downtown,Yes
4/2/2025,Sunset Resort,Los Angeles,Suite,75.58158209,85,0,162.13,122.54,Spring,Wednesday,Leisure,Phone,Yes,75,Yes,115.66,238.2,4,8,4,2.6,Yes,Yes,Yes,Friend,1,Yes,Yes,Yes,2,Gold,Yes,1,11.1,No,Yes,2.63,Suburban,No
4/3/2025,City Lodge,Seattle,Standard,75.83738794,84,17,122.63,93,Spring,Thursday,Business,Agent,No,1,No,51.85,144.85,1.9,6,2,3.9,Yes,Yes,No,Google,0,No,No,No,1,Gold,Yes,0,5.3,No,Yes,66.81,Downtown,Yes
4/4/2025,Grand Inn,New York,Suite,69.2031902,198,3,176.27,121.98,Spring,Friday,Business,Walk-in,Yes,4,No,181.76,303.74,1.2,8,3.8,2.6,Yes,Yes,Yes,Google,0,No,No,Yes,4,Gold,Yes,4,29.9,Yes,No,70.68,Downtown,No
4/5/2025,Mountain Stay,Seattle,Deluxe,88.35353324,143,4,170.85,150.95,Spring,Saturday,Group,Online,Yes,61,No,4.23,155.18,1.6,7,2.8,2.5,No,No,No,Google,1,Yes,Yes,No,2,Gold,Yes,0,5.6,No,No,94.71,Downtown,Yes
4/6/2025,Sunset Resort,Seattle,Suite,86.44703851,183,8,125.93,108.86,Spring,Sunday,Group,Online,No,68,No,69.6,178.46,2.8,2,2.1,3.8,Yes,Yes,Yes,OTA,1,Yes,Yes,No,2,Bronze,No,5,26.8,No,No,67.83,Downtown,No
4/7/2025,Ocean View,Los Angeles,Standard,60.61484069,171,26,118.21,71.65,Spring,Monday,Leisure,Walk-in,Yes,51,No,143.8,215.45,3,6,1.6,3.6,No,No,No,Friend,1,Yes,Yes,No,3,Silver,No,4,22.2,No,No,4.94,Airport,Yes
4/8/2025,Sunset Resort,New York,Standard,50.21129208,174,16,128.02,64.28,Spring,Tuesday,Corporate,Phone,No,85,No,153.39,217.67,2.5,9,4.5,2.4,No,No,No,Social Media,1,No,No,Yes,3,Platinum,No,5,19,No,No,65.02,Beachside,Yes
4/9/2025,Grand Inn,Los Angeles,Deluxe,66.95529044,149,2,149.15,99.86,Spring,Wednesday,Leisure,Walk-in,Yes,4,No,83.22,183.08,2.8,6,4.3,5,Yes,No,Yes,Google,0,Yes,Yes,No,3,Platinum,Yes,5,25.9,Yes,No,10.64,Suburban,Yes
4/10/2025,Ocean View,Miami,Deluxe,57.99942153,178,15,155.01,89.9,Spring,Thursday,Business,Online,No,58,No,3.38,93.28,2.9,4,4.4,4,No,Yes,Yes,Email,0,No,No,No,4,Gold,Yes,0,24.8,No,No,50.76,Airport,No
4/11/2025,City Lodge,Los Angeles,Suite,69.04713138,76,4,151.15,104.36,Spring,Friday,Corporate,Walk-in,Yes,67,No,123.61,227.97,4.1,7,4.4,3.8,No,No,Yes,Email,1,No,No,No,2,Silver,Yes,5,7,Yes,No,37.8,Airport,No
4/12/2025,Sunset Resort,Los Angeles,Deluxe,88.56157202,97,15,188.96,167.35,Spring,Saturday,Corporate,Phone,No,8,No,12.62,179.97,1.4,3,3.7,4.4,No,Yes,Yes,Social Media,1,Yes,Yes,Yes,2,Silver,Yes,4,10.7,No,Yes,56.2,Beachside,Yes
4/13/2025,Grand Inn,Los Angeles,Deluxe,63.14047517,48,2,128.55,81.17,Spring,Sunday,Corporate,Online,No,21,Yes,21.57,102.74,4.1,5,3.5,2.6,Yes,Yes,No,Google,0,Yes,Yes,No,4,Gold,Yes,2,11.9,No,No,23.16,Suburban,No
4/14/2025,Mountain Stay,New York,Standard,69.35764928,34,19,117.4,81.43,Spring,Monday,Leisure,Phone,Yes,26,No,130.05,211.48,3.8,1,4,2.5,No,Yes,No,Social Media,1,Yes,Yes,No,4,Bronze,No,4,7.5,No,No,66.59,Suburban,No
4/15/2025,Ocean View,Los Angeles,Deluxe,70.87034102,31,14,150,106.31,Spring,Tuesday,Business,Walk-in,Yes,9,Yes,62.5,168.81,4,3,2.7,4.1,Yes,Yes,Yes,OTA,0,No,No,Yes,2,Bronze,Yes,4,17.6,No,No,18.62,Downtown,No
4/16/2025,Sunset Resort,New York,Deluxe,82.72646323,120,29,99.21,82.07,Spring,Wednesday,Group,Agent,Yes,79,No,69.61,151.68,3.9,8,4.8,1.8,No,No,No,OTA,0,No,No,No,3,Platinum,Yes,4,25.9,Yes,No,90.39,Airport,No
4/17/2025,Sunset Resort,Chicago,Standard,36.29665999,175,2,170.87,62.02,Spring,Thursday,Leisure,Walk-in,No,60,No,97.36,159.38,2.9,9,1.3,4.3,No,No,Yes,OTA,0,No,No,No,4,Platinum,No,2,27,No,No,12.54,Beachside,No
4/18/2025,City Lodge,Miami,Standard,60.89949558,103,19,152.94,93.14,Spring,Friday,Group,Phone,No,50,No,195.72,288.86,1.8,9,1,3.7,No,No,No,Friend,0,Yes,Yes,No,2,Gold,Yes,0,26.6,Yes,Yes,46.67,Beachside,Yes
4/19/2025,City Lodge,New York,Suite,73.16925538,144,13,139.86,102.33,Spring,Saturday,Corporate,Walk-in,No,9,No,193.09,295.42,3.1,2,1.6,1.5,Yes,No,Yes,Google,0,Yes,Yes,Yes,3,Platinum,No,1,29,Yes,No,77.4,Beachside,No
4/20/2025,Mountain Stay,Chicago,Deluxe,88.00118435,122,15,138.19,121.61,Spring,Sunday,Corporate,Agent,Yes,5,No,83.25,204.86,4.8,4,2.3,3.8,No,No,Yes,Email,1,Yes,Yes,No,4,Bronze,No,0,11.7,Yes,No,12.17,Beachside,No
4/21/2025,Mountain Stay,New York,Standard,62.62146329,43,28,177.3,111.03,Spring,Monday,Leisure,Phone,Yes,61,No,53.1,164.13,3.4,5,2.8,4.5,Yes,Yes,Yes,OTA,1,Yes,Yes,No,4,Gold,No,5,21.3,No,Yes,26.49,Downtown,Yes
4/22/2025,Grand Inn,New York,Suite,41.85170941,168,28,176.34,73.8,Spring,Tuesday,Business,Walk-in,No,4,No,60.52,134.32,1,3,3.1,4.2,No,Yes,No,Friend,1,No,No,Yes,0,Platinum,Yes,2,17.6,No,No,83.32,Airport,No
4/23/2025,Grand Inn,Miami,Suite,79.29567169,157,16,142.61,113.08,Spring,Wednesday,Corporate,Phone,Yes,69,No,53.76,166.84,1.2,1,4.5,2.8,Yes,No,No,Friend,0,Yes,Yes,No,4,Bronze,Yes,5,20,No,No,99.4,Downtown,Yes
4/24/2025,Mountain Stay,Seattle,Deluxe,60.46956417,129,27,167.75,101.44,Spring,Thursday,Group,Phone,No,62,No,106.45,207.89,5,6,4.1,2.9,No,Yes,Yes,Google,0,Yes,Yes,No,3,Bronze,Yes,4,16.2,No,No,11.54,Downtown,Yes
4/25/2025,Mountain Stay,Seattle,Deluxe,52.15500011,97,23,175.9,91.74,Spring,Friday,Group,Online,Yes,55,No,121.37,213.11,1.3,2,4.9,4.1,No,No,Yes,OTA,2,No,No,No,0,Gold,No,0,15.8,Yes,No,40.21,Airport,No
4/26/2025,Ocean View,New York,Suite,60.63481915,120,19,160.07,97.06,Spring,Saturday,Leisure,Online,Yes,58,No,97.76,194.82,1.2,9,4.6,2.4,No,No,No,Google,0,No,No,Yes,2,Silver,Yes,0,25.2,No,No,42.5,Suburban,No
4/27/2025,City Lodge,Los Angeles,Standard,67.23211964,165,22,143.84,96.71,Spring,Sunday,Group,Phone,No,62,No,81.6,178.31,2.4,1,2.1,2.2,Yes,No,No,Email,1,Yes,Yes,Yes,4,Gold,No,3,9.3,No,No,62.82,Downtown,Yes
4/28/2025,Grand Inn,Chicago,Suite,60.92883003,161,17,161.44,98.36,Spring,Monday,Business,Walk-in,Yes,88,No,42.26,140.62,4.9,9,1.1,3.1,Yes,Yes,No,Social Media,1,No,No,No,3,Platinum,No,1,24,No,No,74.7,Airport,Yes
4/29/2025,City Lodge,Los Angeles,Deluxe,36.91650914,181,17,118.83,43.87,Spring,Tuesday,Corporate,Walk-in,Yes,58,No,96.5,140.37,2.3,7,2.3,1.9,No,No,No,Social Media,0,Yes,Yes,Yes,2,Silver,Yes,1,21.1,No,Yes,96.4,Airport,Yes
4/30/2025,City Lodge,Los Angeles,Standard,83.45599295,147,21,152.13,126.96,Spring,Wednesday,Group,Walk-in,Yes,50,No,68.22,195.18,2.6,2,3.7,1.6,Yes,Yes,Yes,OTA,2,Yes,Yes,No,3,Bronze,No,2,13.3,No,Yes,26.33,Airport,No
5/1/2025,Mountain Stay,New York,Standard,89.12312562,77,13,143.01,127.45,Spring,Thursday,Group,Agent,Yes,49,No,108.32,235.77,3.5,6,3.9,1.4,No,No,No,Email,2,No,No,No,3,Bronze,No,5,23.6,No,No,45.92,Airport,Yes
5/2/2025,Ocean View,New York,Suite,79.77282987,95,17,138.3,110.33,Spring,Friday,Corporate,Phone,Yes,3,No,135.04,245.37,1.1,8,4.5,3.6,No,No,No,Email,0,Yes,Yes,No,4,Platinum,No,2,19.4,Yes,No,39.37,Suburban,Yes
5/3/2025,Sunset Resort,New York,Deluxe,52.93471494,169,14,98.2,51.98,Spring,Saturday,Leisure,Phone,No,47,No,126.66,178.64,4.6,2,2.4,1.7,Yes,No,Yes,OTA,0,Yes,Yes,Yes,3,Silver,No,4,10.3,Yes,No,13.47,Airport,Yes
5/4/2025,Ocean View,New York,Suite,66.97762699,55,14,119.17,79.82,Spring,Sunday,Group,Agent,Yes,31,No,92.5,172.32,3.1,5,4.9,2.6,No,Yes,Yes,Email,0,Yes,Yes,Yes,3,Platinum,Yes,4,22.6,Yes,Yes,85.12,Beachside,No
5/5/2025,Ocean View,Seattle,Suite,69.90218027,192,5,135.42,94.66,Spring,Monday,Leisure,Phone,No,50,No,111.21,205.87,2.9,6,4,1.4,No,Yes,No,OTA,1,Yes,Yes,Yes,3,Platinum,No,0,21.7,Yes,No,88.72,Downtown,Yes
5/6/2025,City Lodge,New York,Suite,78.98191584,183,26,176.85,139.68,Spring,Tuesday,Leisure,Phone,Yes,51,No,56.97,196.65,4.4,3,4.2,2.7,Yes,Yes,No,Email,1,Yes,Yes,Yes,0,Gold,No,0,9.9,No,Yes,88.89,Downtown,Yes
5/7/2025,Ocean View,Seattle,Standard,80.02510733,41,14,158.57,126.9,Spring,Wednesday,Group,Agent,Yes,73,No,4.85,131.75,4.8,2,4.7,1.5,Yes,Yes,Yes,Friend,1,No,No,No,2,Silver,Yes,3,20.2,No,Yes,51.9,Suburban,Yes
5/8/2025,Grand Inn,Seattle,Standard,58.98739302,146,17,178.19,105.11,Spring,Thursday,Business,Online,No,33,Yes,125,230.11,2.7,6,2.3,5,No,No,Yes,Email,0,Yes,Yes,Yes,1,Platinum,Yes,0,18.5,No,No,6.87,Downtown,Yes
5/9/2025,City Lodge,New York,Deluxe,71.22993335,99,3,187.29,133.41,Spring,Friday,Leisure,Phone,No,35,No,50.51,183.92,1.7,3,4.7,3.6,No,Yes,Yes,Google,0,Yes,Yes,Yes,1,Platinum,No,5,26.7,No,Yes,14.36,Suburban,No
5/10/2025,Grand Inn,Miami,Deluxe,76.85920607,119,22,159.88,122.88,Spring,Saturday,Group,Agent,Yes,69,No,133.79,256.67,4.3,2,3,3.4,Yes,No,Yes,Friend,0,Yes,Yes,No,4,Platinum,Yes,2,13,No,No,86.02,Downtown,Yes
5/11/2025,Sunset Resort,Chicago,Suite,91.83733483,115,7,154.21,141.62,Spring,Sunday,Leisure,Walk-in,Yes,42,No,149.4,291.02,2.6,1,1.2,1.8,Yes,Yes,No,Google,2,No,No,No,0,Platinum,No,3,24.7,No,No,89.09,Downtown,Yes
5/12/2025,City Lodge,Los Angeles,Suite,80.5675981,180,14,120.81,97.33,Spring,Monday,Corporate,Online,No,15,No,183.19,280.52,4.7,8,2.1,4.9,No,No,No,Social Media,1,Yes,Yes,Yes,3,Bronze,Yes,5,13.5,No,Yes,84.42,Airport,No
5/13/2025,Sunset Resort,Seattle,Suite,81.83585031,192,2,209.6,171.53,Spring,Tuesday,Business,Walk-in,No,58,No,191.62,363.15,4.8,1,2.2,4.9,No,No,No,Social Media,1,No,No,No,2,Platinum,Yes,5,20,Yes,No,59.43,Suburban,No
5/14/2025,City Lodge,Chicago,Deluxe,71.25739942,183,29,107.46,76.57,Spring,Wednesday,Business,Phone,No,52,No,2.11,78.68,1.5,5,3.8,4.4,Yes,Yes,Yes,OTA,0,No,No,No,0,Bronze,Yes,2,24.7,No,Yes,76.04,Beachside,No
5/15/2025,Mountain Stay,Miami,Standard,91.15688718,167,14,153.56,139.98,Spring,Thursday,Corporate,Online,No,18,No,198.07,338.05,4.8,6,3.3,2.5,Yes,No,Yes,OTA,1,Yes,Yes,No,4,Silver,No,3,24,No,Yes,24.51,Downtown,No
5/16/2025,Ocean View,Los Angeles,Standard,76.14644194,37,12,174.98,133.24,Spring,Friday,Corporate,Agent,Yes,88,No,136.6,269.84,2.5,3,1,3,No,No,No,Social Media,0,Yes,Yes,No,0,Bronze,Yes,3,13.3,No,No,73,Suburban,Yes
5/17/2025,Mountain Stay,Los Angeles,Suite,57.08368135,57,8,175.4,100.12,Spring,Saturday,Leisure,Phone,Yes,40,No,128.7,228.82,3.6,7,1.8,4,Yes,Yes,Yes,Google,0,Yes,Yes,Yes,4,Gold,No,0,14.3,Yes,No,84.05,Downtown,No
5/18/2025,Sunset Resort,Seattle,Suite,91.05054955,170,1,115.35,105.03,Spring,Sunday,Corporate,Agent,Yes,80,No,3.04,108.07,1.1,2,2.4,2.7,No,No,Yes,Google,1,Yes,Yes,No,4,Platinum,No,0,20.7,No,No,35.31,Suburban,Yes
5/19/2025,Ocean View,New York,Suite,80.46854909,128,23,137.4,110.56,Spring,Monday,Business,Online,Yes,46,No,172.25,282.81,4.6,7,1.6,1.1,Yes,No,No,Friend,2,No,No,No,3,Bronze,Yes,5,27.9,No,No,57.75,Suburban,Yes
5/20/2025,City Lodge,Miami,Suite,63.35433968,142,7,126.03,79.85,Spring,Tuesday,Corporate,Walk-in,Yes,53,No,29.1,108.95,3.6,2,3.9,2.7,Yes,Yes,Yes,OTA,1,Yes,Yes,No,2,Platinum,No,2,26.7,Yes,Yes,66.23,Beachside,No
5/21/2025,Ocean View,Seattle,Deluxe,62.80760549,163,28,90.59,56.9,Spring,Wednesday,Group,Phone,No,54,No,167.47,224.37,3.6,5,2.2,2.9,Yes,Yes,Yes,OTA,0,Yes,Yes,Yes,0,Gold,No,5,23.5,No,No,18.29,Beachside,No
5/22/2025,Grand Inn,Miami,Standard,74.44863318,168,29,153.91,114.58,Spring,Thursday,Group,Phone,No,18,No,3.11,117.69,4.6,7,2.7,2,Yes,Yes,No,Friend,0,No,No,No,0,Platinum,No,4,7.4,No,No,78.12,Downtown,No
